InvoiceValue,IGST,CGST,SGST,InputTaxCredit,Turnover,InvoiceCount,BusinessAge,FilingDelay,Fraudulent
386039,68451.84,40839.38,48259.7,81669.97,71803254,94,20,6,0
145860,17331.58,8379.1,16319.17,7198.37,35589840,64,25,36,0
89686,13371.95,11135.26,7358.69,14927.14,3139010,21,17,15,0
400256,48752.84,44404.05,28698.33,72181.19,110070400,106,7,37,0
360412,78128.52,24472.9,25234.33,35652.22,45411912,80,17,39,0
213530,49784.34,12208.89,28975.09,63538.59,14306510,76,27,28,1
200450,48423.83,25122.8,27315.65,22846.45,55925550,96,10,16,0
42346,11718.27,2418.01,4879.73,3339.89,5547326,25,27,89,1
494864,114806.17,28811.9,64105.49,25157.94,83137152,195,25,19,0
338576,63760.07,29952.72,44932.3,42653.92,63313712,26,14,24,0
149054,19081.99,9260.99,14315.15,31887.6,22805262,100,28,59,0
286055,50133.13,37825.13,30497.86,24256.54,28033390,81,26,37,0
444691,26434.96,41056.34,38994.02,104712.45,110283368,27,12,62,1
454261,100532.4,45981.93,39822.41,26307.32,21350267,180,29,38,0
341441,52093.58,45592.46,18252.96,48939.09,30046808,63,26,63,1
314951,17198.01,30778.17,28044.48,68238.75,82202211,86,12,82,1
396809,25545.21,32468.18,43892.66,22969.94,62695822,118,17,20,0
470974,65520.62,57338.24,41435.54,88258.56,11774350,173,19,31,0
284686,52435.45,25580.89,36586.95,69379.89,79142708,186,28,27,0
53430,8376.06,4202.92,4270.7,9978.25,6785610,38,23,11,0
249156,47941.85,28675.53,15433.07,40664.73,50080356,163,14,78,1
438129,70305.54,53515.05,53907.52,111601.92,130124313,46,29,84,1
244959,49528.72,29702.37,27106.01,72487.7,49726677,127,17,79,1
225195,22609.35,31074.82,16160.84,15936.52,65306550,71,15,22,0
360527,27383.44,43551.67,35432.81,77000.27,93376493,131,21,89,1
296400,55480.1,35358.74,25539.81,12621.93,71136000,134,6,14,0
53768,8682.38,6837.87,7231.66,1720.33,645216,13,19,11,1
432930,24321.82,21653.72,45310.41,42699.59,79226190,174,29,3,0
213443,29350.72,17634.41,13714.79,62294.95,53147307,90,22,34,1
259416,19302.86,30191.94,24694.68,45297.87,29314008,112,20,60,0
422318,72728.26,43910.39,53900.49,40169.19,125850764,33,6,26,0
184903,26076.66,12200.17,20419.71,10562.42,46780459,62,6,32,0
49401,9436.82,3820.47,6215.67,13716.25,14672097,63,4,12,1
362630,85322.67,29123.3,26303.71,44046.0,102261660,56,1,36,0
194988,23188.71,19714.17,25339.01,20644.4,25153452,39,19,43,0
163768,44427.55,20445.43,19325.45,42617.31,43889824,60,11,1,1
391030,67724.81,52368.4,45203.94,73995.7,30891370,105,26,37,0
268270,51563.34,31523.96,21780.49,18032.6,51507840,127,7,36,0
138996,28710.27,17494.81,18054.08,19184.64,35582976,83,2,58,0
275501,56022.65,25431.12,29593.81,77114.02,34988627,152,4,68,1
242031,40545.82,20591.94,30656.99,65914.0,9681240,178,6,17,1
247193,36736.78,21096.38,20390.32,9796.44,39056494,105,5,47,0
413698,25802.28,43621.75,26107.94,39388.89,10342450,161,22,80,1
470677,25924.77,28796.63,37611.96,29780.22,132730914,74,21,65,1
395696,52362.88,40422.12,35997.97,67057.52,43922256,135,9,48,0
179862,22796.07,19759.99,17627.67,41367.42,14568822,174,11,57,0
26931,3747.98,2410.37,2584.64,2767.22,5440062,122,28,34,0
347620,28443.9,47201.6,34464.75,80730.89,41714400,62,29,77,1
238860,52496.34,25018.0,30037.49,49501.43,68313960,1,18,75,1
345355,85337.85,24105.76,22554.83,77325.75,39715825,79,20,57,0
26885,7148.84,2503.79,2108.98,7675.89,1236710,118,17,6,1
431874,70500.55,47845.77,56132.72,59983.55,82056060,65,28,8,0
416735,88014.06,32974.83,41857.38,48307.52,63343720,173,13,68,1
281283,69414.11,16080.31,28832.94,59484.95,34597809,183,23,3,0
86030,12578.18,8818.87,8002.99,21173.36,21249410,66,17,31,0
231483,28047.62,31321.57,23011.2,17038.23,23842749,67,22,4,0
284207,75441.8,26617.83,19276.96,73070.72,76451683,100,26,55,1
433057,73015.84,56968.57,42967.06,15676.1,50234612,54,10,55,0
378316,62183.19,47347.05,52867.99,8243.6,95713948,121,29,43,0
399492,36368.03,25274.72,40326.43,25711.15,12783744,100,25,71,1
430160,32208.51,48924.37,23227.01,126478.57,120444800,191,18,12,1
462632,112736.28,41263.03,56292.7,77073.71,68932168,182,17,3,0
402427,76964.42,29184.88,34481.07,13295.74,36620857,103,12,51,0
205890,25723.83,23023.54,13142.13,61604.18,33971850,180,15,74,1
345614,32522.05,40381.35,44109.6,78998.77,9677192,182,27,14,0
243873,43351.93,16142.12,16538.88,62100.17,19022094,195,27,81,1
348197,64173.21,46066.47,46264.61,27724.61,49095777,165,27,83,1
162279,15839.81,19084.54,14566.44,8037.0,43003935,108,26,0,0
170682,41957.62,22872.04,19944.39,28030.04,37208676,12,29,64,1
193360,13415.47,15185.83,19187.04,45673.41,3673840,187,19,10,1
83379,10997.81,11217.82,6094.71,16557.28,12423471,148,22,60,0
432543,89315.12,35973.13,47751.93,85079.74,62286192,87,15,87,1
238760,26991.26,13097.72,32522.01,55389.19,63032640,86,13,83,1
399371,95994.93,47392.26,47631.91,33373.77,106632057,32,7,62,1
307503,67702.81,34844.93,32091.51,63107.43,31672809,71,11,37,0
447341,103548.37,46439.36,62250.42,58060.83,111835250,44,8,68,1
314742,24359.3,29614.21,23252.95,12442.06,77426532,66,20,44,0
146823,12087.33,7766.18,8164.93,11246.63,25547202,78,16,73,1
122913,14244.26,13055.05,6501.09,29784.41,19297341,55,24,69,1
263170,44517.24,23031.35,29991.36,71282.38,59739590,16,23,67,1
331404,73586.17,33279.21,41333.01,32872.0,38774268,88,11,3,0
48337,11716.99,4284.54,5179.75,3543.15,11600880,71,24,70,1
261050,55341.85,35749.51,34315.65,7174.4,20622950,68,5,47,0
274180,72267.62,28616.11,30932.4,78238.71,63061400,180,26,8,1
29041,6386.44,3410.32,2421.61,6141.57,2410403,124,7,89,1
79583,9585.1,10685.71,5277.41,22917.39,14961604,165,16,46,1
444743,49352.55,45917.02,59247.89,116468.31,39582127,174,16,84,1
35031,7360.86,1789.58,2078.17,4040.15,5885208,169,20,59,0
271356,25605.21,14405.27,26828.68,13988.74,48301368,133,29,51,0
366745,26157.87,41519.37,28701.73,58582.34,62346650,194,17,85,1
328099,56567.96,24646.03,24419.54,9025.3,13452059,5,19,32,0
75244,17981.63,7685.74,8135.77,4663.37,9781720,191,28,57,0
253359,18575.61,17280.34,17940.69,21627.01,56752416,125,26,47,0
130249,30235.35,9680.42,17254.46,26880.92,1562988,131,15,4,1
267753,63366.84,25548.37,23172.4,43581.0,63457461,136,25,84,1
311912,50193.82,42981.86,34610.93,32650.16,17778984,154,15,26,0
232309,14677.6,24500.32,26831.23,41382.4,40886384,74,27,40,0
317259,28602.7,42593.08,35363.2,17467.25,6345180,125,20,0,0
83003,17655.41,11316.98,10898.79,19223.35,20501741,98,21,50,0
254846,54462.87,17515.54,18043.55,55905.53,73140802,123,15,15,0
423475,108672.88,33034.19,24453.53,34140.87,105868750,100,3,31,0
86208,15863.81,10284.55,4740.74,16361.38,17327808,53,12,46,0
191684,15055.76,24537.23,24728.38,30846.7,4025364,76,27,22,0
102971,8024.06,9960.43,14168.38,3812.87,6384202,128,6,14,0
254725,54985.05,35506.21,19671.75,24933.27,16302400,157,20,25,0
158161,14593.59,8072.77,17779.87,47425.39,4744830,14,5,36,1
161587,20283.8,12436.28,8208.97,7735.17,4524436,5,11,88,1
160581,26023.56,17035.16,10755.21,25981.23,10919508,112,23,54,0
345953,19268.17,31909.35,38758.74,89191.34,55352480,27,12,1,1
389090,41721.49,23537.71,21761.74,40536.38,104276120,125,7,75,1
193618,27845.1,16089.82,17844.98,18006.17,12972406,196,9,18,0
369305,42217.6,19311.05,40487.83,99498.91,83093625,29,18,31,1
157715,12832.51,17009.11,18758.03,16615.65,11197765,3,14,86,1
6654,1446.86,867.33,604.47,1346.89,1031370,158,4,68,1
153376,36353.79,19883.46,16369.14,34860.47,38037248,137,8,54,0
435404,47554.9,49182.8,42914.2,104850.93,83162164,1,16,88,1
64788,14779.21,5955.27,3544.39,19341.34,6737952,23,4,55,1
51695,7168.92,4967.0,6040.69,12659.78,4497465,67,28,28,0
283225,47167.65,17651.35,18554.8,57767.54,42766975,160,19,83,1
446364,110198.45,36017.8,23595.92,120844.03,50885496,6,26,35,1
292731,65129.53,19582.39,26522.93,80093.69,79037370,49,6,70,1
181502,42685.07,22489.55,23215.45,53086.9,18876208,143,19,85,1
164553,13406.86,21774.94,10461.4,39066.57,38176296,186,15,81,1
69798,4609.14,6862.76,3570.67,5205.51,13889802,181,12,52,0
308811,78895.99,35667.29,18497.2,67551.08,42615918,30,12,84,1
206876,28797.53,12605.33,17114.71,8489.36,42202704,40,2,85,1
437124,50799.2,45796.66,44680.83,47659.46,12676596,187,9,38,0
39999,8666.99,4529.93,2694.78,2096.99,9959751,63,3,75,1
388460,94153.22,35252.41,47460.78,111093.32,94784240,48,1,10,1
445985,110770.46,32063.9,52535.58,51221.89,41922590,124,14,75,1
170131,20871.56,21940.72,19161.47,37377.85,17523493,68,28,89,1
245698,60443.88,28712.71,23064.23,44218.06,12530598,135,28,29,0
468035,27808.21,61306.57,38785.84,23450.05,38846905,175,13,78,1
243497,14956.11,30109.92,20405.73,43141.93,30193628,43,29,71,1
489033,94583.59,68040.97,46593.28,100294.11,97317567,144,25,52,0
96847,6248.03,6517.37,5516.24,25841.18,12977498,22,5,81,1
311431,38823.02,18002.98,34695.75,12340.14,4671465,63,7,73,1
298132,61037.72,23949.02,24338.21,30641.27,15204732,174,14,7,0
337085,43002.4,20767.93,23672.9,72087.47,22584695,173,16,19,0
206235,18830.9,20021.65,15477.82,6107.21,3918465,41,18,11,1
22931,2630.43,2452.99,1518.64,1765.57,2247238,153,14,66,1
324325,50348.97,33096.06,42532.35,26344.18,38919000,50,1,83,1
195055,31079.82,14303.7,12720.2,40456.63,9362640,67,6,49,0
123220,28351.7,16239.68,15952.47,12330.5,21686720,180,29,11,0
49653,11049.54,2577.26,5039.87,9329.14,993060,86,21,53,0
269012,41715.18,21876.38,34452.52,78093.53,32012428,159,10,87,1
421140,102970.2,48308.68,39025.27,101961.38,10528500,37,6,79,1
375004,28603.26,44634.33,50058.17,42455.25,15750168,150,2,53,0
176576,19199.33,15441.69,12189.78,26887.58,42731392,27,7,73,1
477585,114827.95,24606.08,47721.37,36386.58,94084245,120,17,18,0
220224,30157.17,23260.92,13505.34,5373.82,51312192,130,27,13,0
375399,103486.9,20901.66,33879.69,37960.46,25527132,22,24,51,0
57485,9038.84,3432.26,5822.73,7095.63,3449100,181,14,77,1
312713,72594.82,33936.42,32681.88,55670.05,87559640,17,23,21,0
314970,44892.87,24606.7,26110.25,89558.15,16378440,112,7,3,1
109237,16138.6,8883.45,6212.33,31176.08,3932532,125,22,58,1
212633,29356.78,19947.66,23172.61,8426.12,13821145,56,26,33,0
154970,33378.58,21397.03,14560.81,29769.86,20146100,159,21,63,1
229965,40457.54,31479.86,14331.21,7326.4,28055730,43,9,17,0
51361,13716.93,4492.21,6894.13,10347.33,6368764,121,19,81,1
338541,36462.48,25016.46,46045.02,17928.07,39947838,181,25,30,0
213477,15611.45,16487.53,27131.77,60839.41,39279768,133,21,83,1
127618,17923.97,9468.02,16073.25,33437.81,15441778,130,24,41,1
331221,63542.74,32427.24,19502.43,8695.24,36103089,121,11,73,1
197213,48905.62,20631.91,27493.03,47133.29,3352621,187,3,2,1
9578,1241.55,900.24,824.04,1896.93,1379232,132,23,84,1
418719,83899.12,36311.1,27083.12,66452.12,108866940,162,26,54,0
325412,42481.14,22458.52,40054.69,61417.5,81027588,195,4,9,0
51547,9894.99,4815.8,3624.57,10820.23,11907357,112,5,70,1
334270,84739.39,26975.34,32543.12,89466.73,51477580,134,4,21,1
320304,33059.3,31627.97,19705.57,75226.64,4163952,186,13,22,1
235958,33736.23,26136.37,21877.58,42733.36,68663778,175,9,75,1
443502,123493.57,47453.87,44453.42,111271.27,91361412,5,28,12,1
395641,98818.51,36250.26,35660.37,117243.63,54202817,61,23,39,1
215548,38770.01,21564.44,12125.4,22427.98,58197960,56,14,12,0
236793,39976.42,17910.32,22174.37,12587.39,23679300,102,16,50,0
118332,13662.39,6174.76,10910.79,26601.69,31712976,163,22,63,1
393050,66409.01,41762.25,28907.19,115559.44,40484150,119,6,82,1
125650,30794.52,9138.67,16704.43,6618.95,33422900,13,27,84,1
157587,32713.51,17367.01,13804.83,22200.55,22850115,26,10,89,1
33820,3947.14,3964.74,4321.2,1266.05,744040,64,23,12,0
327525,31552.68,43375.28,19608.84,77763.91,67797675,139,21,28,0
91327,10137.11,12441.57,7187.34,26086.5,17078149,62,26,70,1
364859,32488.73,18588.6,24033.18,58274.68,44147939,175,13,46,0
420005,30239.25,58436.84,36438.36,56560.36,114661365,124,3,25,0
260431,38127.44,29030.67,15638.18,71400.11,22917928,70,27,69,1
397105,30203.37,42854.45,35617.59,22773.47,105232825,75,11,22,0
419399,37552.94,21544.18,34327.12,113088.26,34810117,186,3,74,1
407345,71645.74,51940.97,28554.21,52871.46,69248650,10,7,55,0
324194,28482.98,20454.77,34946.86,57263.62,68080740,144,27,84,1
25326,1638.4,3174.86,3433.75,4252.79,1063692,12,10,18,0
101234,12451.72,5203.49,6948.72,19484.93,8301188,199,1,49,0
158202,15926.73,17107.46,18044.71,44896.86,32747814,88,4,34,1
230334,38815.93,20530.16,26906.3,65948.21,57353166,50,26,48,1
177735,13071.42,12098.24,16854.76,44917.46,14752005,143,8,45,1
99011,22070.27,5909.03,12949.66,7290.41,3960440,59,20,69,1
460151,118918.53,41234.82,63029.23,52174.02,10583473,198,17,52,0
274297,60616.92,16758.87,22657.53,42952.43,58699558,62,5,30,0
159533,27527.45,14961.04,17324.17,43636.91,12284041,72,17,83,1
82441,20441.54,8760.97,9035.46,13672.19,11294417,190,9,21,0
205709,43164.17,25603.48,17758.28,60413.03,7199815,50,8,66,1
296306,15534.36,32913.21,23263.34,87551.17,57187058,54,7,7,1
99318,13968.16,5548.7,13312.28,18632.41,14500428,54,5,18,0
450162,110613.33,34963.6,54513.87,119607.46,51768630,156,4,30,1
152860,19802.64,11604.84,9217.73,45824.73,5044380,104,23,31,1
254127,14764.65,33634.45,15448.27,65544.59,51587781,51,3,78,1
95581,21182.79,12243.96,12715.03,19492.32,17013418,74,8,54,0
37377,8763.74,3114.0,2142.71,9592.34,1681965,161,5,30,1
374206,32532.18,21106.71,41895.33,16144.53,41162660,129,5,66,1
409029,71002.65,53365.87,28799.01,80885.47,17588247,85,17,50,0
212457,20002.77,27606.05,11295.63,17129.59,10197936,69,29,73,1
73215,15772.26,9292.97,4053.72,3843.63,16107300,129,15,26,0
141898,15957.37,17887.29,11865.08,38313.02,33913622,117,26,47,1
110591,13572.78,10309.61,6301.8,22018.73,31850208,55,27,42,0
133132,32529.91,8782.56,13805.46,11741.31,11848748,85,8,50,0
341792,54534.33,31777.74,36999.98,43851.59,84422624,89,7,68,1
83686,17075.59,7909.48,6997.17,24479.61,15147166,173,17,74,1
420461,59934.95,39562.8,49134.66,109913.12,28591348,73,12,70,1
163462,19377.04,16099.3,15382.4,3982.41,5067322,80,28,71,1
151594,29388.01,11095.03,13449.51,44620.83,37443718,168,4,80,1
386273,33071.63,32045.87,33462.42,47584.3,39786119,110,20,49,0
446295,60602.38,39754.53,39630.81,95827.16,112912635,61,28,60,0
70816,6945.53,4376.49,9709.57,15547.61,1416320,164,25,40,0
477563,100303.91,43450.01,53165.48,131459.55,60172938,103,26,50,1
28880,7715.81,3550.57,2263.29,7734.56,7913120,113,18,77,1
110698,30881.15,13784.71,12846.21,10946.29,2324658,152,4,23,0
265000,40694.37,23065.8,21126.88,53050.33,43195000,80,10,29,0
70826,7655.01,6848.36,4342.65,9224.2,3328822,142,3,51,0
355091,53920.84,18829.95,32946.21,59354.26,49712740,112,26,49,0
115494,28281.24,12785.06,13581.19,20247.25,27025596,98,5,56,0
221471,21567.14,19138.31,18601.21,29007.42,33663592,88,12,61,1
282693,76039.33,25468.66,36248.5,42372.95,17809659,100,23,78,1
469433,60382.76,60383.42,39820.0,36773.43,15491289,120,5,52,0
368005,101839.81,33696.41,29987.08,69972.83,47840650,129,5,67,1
278726,67696.98,14467.91,38977.59,64806.23,35676928,47,4,76,1
263305,62132.4,18556.2,24598.61,36948.94,44761850,149,25,68,1
168984,20804.98,15682.7,20695.46,49639.12,14025672,39,6,30,1
265564,13814.31,23421.59,32518.03,9566.52,51519416,3,10,75,1
484910,66864.52,61793.69,64674.02,89691.37,97466910,144,6,29,0
245878,29361.81,24290.87,14172.54,45096.05,56306062,68,27,9,0
454031,26606.81,50881.99,33784.37,13694.92,59024030,154,22,89,1
342205,56886.11,31564.68,40755.7,28361.83,74600690,182,22,43,0
271590,38755.13,24326.05,27331.22,74293.97,46985070,13,1,5,1
225814,44247.8,20360.7,22663.9,38944.77,62550478,189,16,26,0
439216,84712.84,38204.3,28531.2,62451.26,5270592,20,11,19,1
236112,18362.84,23250.54,17780.12,32191.28,13930608,83,6,19,0
278953,76628.97,20235.22,27036.14,74950.5,61369660,27,20,11,1
55730,5182.57,7255.77,4176.76,6841.9,1393250,130,18,84,1
374466,57073.5,29948.93,25810.24,97573.38,66280482,10,6,48,1
492372,79895.74,31155.89,28507.38,52474.02,143772624,188,17,51,0
423743,100428.97,24869.28,27126.05,71536.77,82206142,89,12,9,0
466257,33954.14,23876.12,55576.95,28101.09,68539779,19,17,4,0
374984,55718.19,33019.98,43006.96,94124.17,50247856,143,21,63,1
59821,11638.5,4001.13,3237.81,13523.91,4008007,103,22,57,0
132528,13184.65,6884.61,9051.07,22321.17,9939600,47,18,7,0
231947,45071.39,22452.88,23296.98,6321.1,48940817,152,10,29,0
336775,88384.21,37448.73,26617.52,52116.62,6061950,16,24,16,1
441624,123402.63,25489.47,54802.21,36679.09,50345136,81,20,66,1
472055,27126.05,43184.95,56952.98,64079.01,46261390,188,12,20,0
288607,30068.6,33745.83,37588.83,74979.93,28283486,177,4,15,1
102257,12411.0,14185.36,10293.58,24080.39,1533855,132,10,26,1
433159,61421.51,47667.91,35383.41,38008.32,72337553,194,5,5,0
361903,38260.08,26069.89,37835.45,107046.19,40533136,177,26,41,1
301707,29205.91,34542.38,17505.73,82335.52,69996024,113,4,15,1
376869,101584.05,39124.15,19168.59,63324.76,67836420,159,27,44,0
379044,99029.02,26177.51,19535.33,63846.96,15919848,66,16,2,0
343462,20885.33,43482.28,29770.9,93543.41,65257780,54,5,39,1
267347,34200.9,23651.23,18855.18,52966.93,51597971,2,26,19,0
196700,28164.33,26864.89,12620.35,33492.65,18883200,61,19,6,0
72599,7620.96,8353.32,7650.43,16680.46,5662722,15,24,58,0
419565,81664.45,45317.5,58553.88,36010.09,14684775,60,6,10,0
163432,32243.1,18884.85,10786.15,43464.03,2451480,112,24,51,1
32085,7880.59,2984.83,3182.12,5415.83,8502525,43,21,2,0
415731,91627.08,39690.0,25266.25,78564.76,79404621,93,7,20,0
471255,82371.54,59664.97,63186.47,21293.32,126767595,168,10,52,0
44085,8831.33,4905.94,3361.83,4702.22,10712655,30,7,29,0
289602,32730.07,37866.01,37373.31,40395.39,84274182,63,22,10,0
288661,53807.25,37576.27,21787.23,39227.49,62350776,24,14,80,1
470423,76454.21,64863.85,57647.86,111922.86,40456378,172,28,24,0
387321,31244.89,43774.76,26664.85,38364.25,68555817,14,10,49,0
439066,46446.68,41802.22,33523.15,31169.56,28539290,28,29,88,1
405917,47528.62,26371.64,27327.46,74336.73,36532530,142,20,8,0
292070,76695.01,33145.35,21549.91,56137.07,51404320,184,22,44,0
280422,28880.36,21379.93,35091.43,15154.94,51878070,108,25,28,0
176813,20603.33,13343.24,19009.68,3658.47,51275770,34,11,61,1
42729,5766.34,3052.81,3697.3,11833.44,6751182,78,14,14,1
87152,17662.3,11221.78,11977.9,3686.39,23095280,12,12,18,0
390911,30176.31,50082.27,35900.3,106094.32,113364190,184,4,14,1
249974,67344.85,26694.06,34316.03,32941.61,71742538,61,13,38,0
179936,44818.71,16656.37,12180.38,36501.04,51821568,105,22,34,0
492549,90018.11,54421.89,64729.54,35449.79,105898035,189,22,12,0
389147,79786.31,40724.49,19941.45,97557.9,15176733,40,29,15,1
260616,14029.46,22782.03,25821.13,18361.48,59159832,148,3,66,1
347522,44467.98,29249.81,30607.9,44560.16,83405280,170,13,54,0
319700,74490.69,26999.14,31093.35,27701.12,54668700,7,20,64,1
421206,28566.65,43393.49,42040.59,107197.63,95192556,79,19,34,1
20475,2353.24,2217.24,1740.64,5330.34,4852575,121,15,15,1
158295,29224.15,14350.51,22135.63,19655.19,36407850,73,19,0,0
416995,45442.03,57204.3,57497.63,44228.98,101329785,68,26,49,0
209873,55577.5,12077.38,28659.64,49655.6,17209586,31,28,13,0
405277,32480.31,32922.37,55975.91,107796.93,42148808,70,20,61,1
197633,46127.68,17335.72,23986.94,38484.2,20553832,47,29,6,0
351041,58563.54,18086.66,48785.27,98176.7,88462332,179,4,22,1
180725,40225.06,14972.37,23550.71,22997.67,49157200,58,6,62,1
295786,35927.51,22075.66,25861.73,18494.96,39339538,150,29,28,0
289560,48742.39,27665.51,34929.61,20356.08,85999320,24,15,21,0
64824,16016.2,5203.87,8562.35,13454.41,17891424,34,4,79,1
176537,27783.74,20364.67,20148.97,23674.92,20831366,63,6,5,0
388576,51577.86,37262.08,34214.28,24778.75,22148832,188,2,81,1
136220,23609.07,8401.86,7617.58,13870.4,14166880,147,4,28,0
166705,35840.48,19588.76,20483.5,28101.37,7001610,24,18,88,1
444393,67556.43,26188.35,60324.95,23999.3,56437911,64,15,1,0
96559,25679.07,12119.55,7977.87,2024.25,13614819,148,12,63,1
488304,57540.54,65348.75,31091.07,135183.77,126959040,116,8,35,1
493666,78668.95,39009.52,39189.85,52013.21,64670246,98,12,19,0
98817,22144.23,13177.53,10122.42,8104.92,22431459,27,9,54,0
201707,42055.48,24481.33,15838.76,43482.91,12505834,186,7,36,0
297690,74016.88,39598.49,31244.26,77087.65,40188150,44,22,51,1
440780,123094.92,48470.07,60394.22,86850.43,74051040,93,8,68,1
101959,15108.02,7260.29,11252.82,9304.29,17129112,65,20,69,1
238197,17999.29,31086.4,19684.44,62230.93,69553524,119,10,21,1
200922,11451.68,13378.16,26967.3,32734.13,19690356,174,11,84,1
308537,67008.59,21343.19,31133.6,39101.95,57079345,54,2,82,1
102020,25609.38,7589.85,6279.69,19314.76,17139360,120,4,14,0
388462,39142.94,30060.03,36868.26,83974.38,100223196,167,21,46,0
61772,5339.76,5948.84,6722.48,11506.42,8092132,7,25,70,1
223724,14387.06,25551.78,28064.59,62121.16,55036104,54,21,80,1
330293,79013.24,44047.46,44352.71,64686.23,44259262,43,25,68,1
327318,39807.71,18971.15,25716.54,87067.44,94267584,20,9,51,1
145332,20693.86,19749.64,9300.68,26791.72,14678532,84,8,38,0
153499,25424.43,20402.94,8694.89,17239.52,17498886,153,5,1,0
349119,84861.84,19152.65,40655.58,59016.16,17805069,43,14,44,0
61867,12354.32,5099.63,7520.82,2732.93,8537646,127,28,23,0
229527,43946.36,28273.8,19932.95,19383.3,14230674,155,2,60,0
406304,36731.74,42678.94,34793.15,95296.52,71915808,153,21,64,1
384394,64591.14,46172.81,52231.97,78882.71,38055006,36,27,52,0
233250,50040.9,26756.81,30905.93,15540.34,59712000,66,17,20,0
236306,64712.4,22380.38,16776.29,33707.69,43243998,121,8,66,1
380798,36679.78,20452.52,45799.6,22755.66,36556608,9,2,0,0
183805,9593.7,18855.48,19491.24,47721.11,29224995,83,23,58,1
45238,3045.39,2459.64,2889.81,2287.57,11671404,79,15,46,0
33897,4625.11,3536.66,2783.26,6887.39,4203228,181,27,17,0
344833,82320.35,42082.38,22749.52,65504.48,65173437,21,2,32,0
339011,17507.44,34799.23,25956.05,51657.64,43732419,178,28,14,0
202832,31448.7,28342.11,21373.85,19858.41,7504784,16,11,23,0
383229,48180.72,34884.56,32104.59,51010.78,48286854,194,14,35,0
339263,21058.32,39827.6,28995.23,83387.3,67852600,26,21,59,0
111953,17190.87,12320.34,11035.01,26111.27,17240762,172,10,33,0
20316,2206.16,2828.57,1175.28,4609.02,5505636,29,7,89,1
435956,57081.25,49781.69,50785.28,100248.35,65829356,98,22,50,0
399992,84914.91,25904.59,34460.85,24114.79,49199016,174,14,39,0
245511,41726.25,33388.66,22890.4,11722.42,69234102,71,13,21,0
497915,39170.43,54820.42,68556.41,130065.16,23402005,177,21,15,1
342174,92772.04,18936.06,27713.71,87052.1,70487844,143,22,41,1
417215,81882.4,45552.01,45200.95,87936.04,9178730,17,2,15,0
482292,109070.21,62447.53,41151.75,91468.42,58357332,137,10,4,0
371500,25343.37,37868.39,48475.34,45591.99,54239000,32,1,5,0
214067,13020.29,17523.9,27016.98,17712.57,38746127,66,1,41,0
72135,3929.41,8936.22,5175.41,14927.89,9810360,59,24,87,1
370447,34608.13,44611.48,41585.31,102113.6,10372516,160,3,29,1
216684,31487.2,21446.6,12105.16,30846.93,47020428,111,11,31,0
298590,79198.01,19077.68,40813.28,31321.94,49864530,171,19,52,0
317848,49305.76,23072.2,25875.72,30452.29,53716312,83,9,18,0
183458,21420.31,21366.17,22907.64,4886.86,45681042,110,13,50,0
465368,83414.94,57029.64,36605.3,77106.21,40952384,59,22,27,0
278207,21072.78,20902.77,29754.06,82545.71,57310642,30,4,46,1
92824,17653.86,7715.41,12858.27,23045.1,11974296,11,20,71,1
224036,40492.12,12767.11,28879.92,60779.38,57577252,119,23,0,1
233444,54195.98,26662.01,15041.48,45270.85,34549712,154,6,67,1
272491,75463.15,13712.29,27051.26,42182.97,64035385,94,2,56,0
26655,2870.77,1444.4,2168.86,7925.28,2452260,2,9,21,1
342315,57242.25,17249.58,30497.01,49705.98,11981025,162,18,85,1
117391,30408.85,12687.47,9410.82,32483.56,16082567,169,24,57,1
345954,79774.8,30293.41,27758.08,80716.79,80261328,31,4,12,0
460994,74728.72,35394.75,45559.94,51942.02,24432682,63,26,38,0
149881,40083.5,19805.74,10083.51,24109.47,13938933,183,1,26,0
132191,8349.77,8903.36,13003.05,16869.18,4494494,117,1,38,0
476910,125966.09,40557.91,35819.23,27728.75,109212390,189,25,71,1
443824,27346.97,59751.17,33734.38,53212.12,94534512,127,20,11,0
35207,6192.21,3113.69,4101.17,9467.6,7111814,36,17,23,1
414053,105501.29,41373.18,21805.45,95537.76,4554583,40,19,17,1
344181,38006.47,19697.59,29009.34,33634.3,72622191,23,3,14,0
198076,31418.25,23989.97,17168.85,24366.46,8121116,154,23,59,0
179186,22325.79,15777.02,16782.55,34511.49,17560228,18,22,15,0
223000,59985.46,27216.34,24577.05,30443.77,47053000,79,24,73,1
353799,84713.1,25771.35,29461.48,56909.4,66160413,34,23,46,0
262925,56021.52,23143.47,18189.77,56656.96,53110850,156,17,23,0
158992,29438.04,19204.55,20611.49,23980.8,26869648,107,3,44,0
474612,113307.02,65329.87,65635.74,34870.48,101092356,49,25,18,0
170602,23922.05,9445.6,8837.41,28279.11,42650500,192,4,40,0
394774,60375.52,48604.99,39154.48,47259.62,48951976,199,27,30,0
217785,47455.44,16782.95,17586.84,22084.62,47694915,191,28,84,1
338904,44831.44,33743.62,25393.76,37913.33,78286824,62,27,15,0
159976,10350.0,12175.5,12832.25,22863.87,30555416,42,29,22,0
235054,15771.41,24730.05,25268.07,63053.63,62994472,24,13,77,1
499000,38190.19,40839.29,33515.06,112542.46,24451000,163,15,22,0
161428,40361.31,12918.33,21333.92,33416.72,11138532,183,12,40,0
140772,22328.14,7519.26,12944.03,21390.71,2815440,177,3,17,0
